,season,TOT,age_x,games_played,pen_min,plus_minus,goals_ev,goals_pp,goals_sh,goals_gw,assists_ev,assists_pp,assists_sh,shot_pct,shots_attempted,shot_pct.1,shots_attempted.1,time_on_ice_avg,hits,blocks,takeaways,giveaways,name,age_y,corsi_for,corsi_against,corsi_pct,corsi_rel_pct,fenwick_for,fenwick_against,fenwick_pct,fenwick_rel_pct,on_ice_shot_pct,on_ice_sv_pct,pdo,zs_offense_pct,zs_defense_pct,uniqueseason
11,2010-11,MIN,27.0,2.0,4.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,13.01,0.0,1.0,0.0,0.0,bagnadr01,27.0,13.0,22.0,37.1,-18.0,8.0,17.0,32.0,-20.0,0.0,80.0,80.0,40.0,60.0,1
14,2009-10,MTL,25.0,2.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,10.38,2.0,0.0,0.0,2.0,bellesh01,25.0,15.0,17.0,46.9,-13.0,11.0,13.0,45.8,-14.0,0.0,81.8,81.8,33.3,66.7,1
15,2010-11,TOT,26.0,9.0,2.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,15.0,17.09,9.0,4.0,2.0,8.0,bellesh01,26.0,106.0,137.0,43.6,-1.0,71.0,111.0,39.0,-0.9,10.4,92.2,102.0,36.7,63.3,1
21,2007-08,BOS,22.0,10.0,2.0,2.0,1.0,2.0,0.0,0.0,3.0,1.0,0.0,12.5,45.0,12.5,45.0,18.10,6.0,5.0,10.0,3.0,bergepa01,22.0,109.0,97.0,52.9,6.0,88.0,76.0,53.7,6.9,8.1,93.9,101.0,46.2,53.8,1
22,2008-09,BOS,23.0,64.0,16.0,2.0,6.0,1.0,1.0,1.0,16.0,13.0,2.0,5.2,244.0,5.2,244.0,17.59,57.0,42.0,35.0,15.0,bergepa01,23.0,640.0,693.0,48.0,-4.0,490.0,523.0,48.4,-3.2,9.1,92.7,101.0,44.1,55.9,1
23,2009-10,BOS,24.0,73.0,28.0,6.0,18.0,0.0,1.0,4.0,24.0,8.0,1.0,10.3,324.0,10.3,324.0,18.54,49.0,45.0,54.0,19.0,bergepa01,24.0,1095.0,808.0,57.5,4.0,843.0,613.0,57.9,4.5,7.7,90.8,98.5,48.8,51.2,1
24,2010-11,BOS,25.0,80.0,26.0,20.0,17.0,3.0,2.0,4.0,26.0,8.0,1.0,10.4,365.0,10.4,365.0,17.53,45.0,56.0,49.0,24.0,bergepa01,25.0,1152.0,972.0,54.2,3.3,827.0,717.0,53.6,2.7,9.5,92.4,101.0,42.9,57.1,1
26,2012-13,BOS,27.0,42.0,18.0,24.0,8.0,2.0,0.0,3.0,19.0,2.0,1.0,8.0,211.0,8.0,211.0,19.18,28.0,25.0,23.0,28.0,bergepa01,27.0,764.0,484.0,61.2,5.9,575.0,356.0,61.8,6.5,9.0,95.1,104.0,42.6,57.4,1
27,2013-14,BOS,28.0,80.0,43.0,38.0,22.0,7.0,1.0,7.0,25.0,4.0,3.0,12.3,430.0,12.3,430.0,17.59,52.0,57.0,49.0,28.0,bergepa01,28.0,1238.0,797.0,60.8,8.2,937.0,612.0,60.5,8.2,10.1,93.1,103.0,45.3,54.7,1
28,2014-15,BOS,29.0,81.0,44.0,2.0,18.0,4.0,1.0,4.0,21.0,10.0,1.0,9.8,428.0,9.8,428.0,18.08,57.0,60.0,48.0,29.0,bergepa01,29.0,1275.0,890.0,58.9,9.6,927.0,673.0,57.9,9.8,7.1,89.5,96.6,43.8,56.2,1
29,2015-16,BOS,30.0,80.0,49.0,12.0,19.0,12.0,1.0,6.0,21.0,13.0,2.0,11.3,455.0,11.3,455.0,19.50,77.0,56.0,67.0,34.0,bergepa01,30.0,1267.0,997.0,56.0,8.7,971.0,731.0,57.1,10.1,8.0,91.2,99.2,46.0,54.0,1
30,2016-17,BOS,31.0,20.0,4.0,-1.0,2.0,1.0,0.0,1.0,2.0,1.0,0.0,4.2,114.0,4.2,114.0,18.37,15.0,15.0,7.0,5.0,bergepa01,31.0,324.0,188.0,63.3,11.8,241.0,146.0,62.3,10.6,5.5,91.8,97.3,61.5,38.5,1
33,2007-08,TOT,22.0,76.0,64.0,-1.0,12.0,4.0,0.0,0.0,11.0,5.0,0.0,12.2,207.0,12.2,207.0,13.20,156.0,34.0,17.0,25.0,bernist01,22.0,717.0,659.0,52.1,-1.1,544.0,464.0,54.0,-0.1,9.1,89.5,98.6,55.3,44.7,1
36,2008-09,VAN,23.0,81.0,27.0,4.0,13.0,2.0,0.0,4.0,12.0,5.0,0.0,10.9,200.0,10.9,200.0,13.50,145.0,41.0,30.0,12.0,bernist01,23.0,687.0,801.0,46.2,-4.5,507.0,606.0,45.6,-4.9,9.9,92.8,102.0,51.5,48.5,1
37,2009-10,VAN,24.0,59.0,21.0,0.0,8.0,3.0,0.0,0.0,10.0,1.0,0.0,11.6,155.0,11.6,155.0,14.10,105.0,32.0,16.0,9.0,bernist01,24.0,552.0,593.0,48.2,-3.6,404.0,458.0,46.9,-4.6,8.3,93.4,101.0,49.9,50.1,1
38,2010-11,FLA,25.0,68.0,21.0,-14.0,2.0,3.0,0.0,0.0,10.0,0.0,0.0,5.2,162.0,5.2,162.0,13.02,112.0,35.0,22.0,14.0,bernist01,25.0,624.0,697.0,47.2,-4.0,460.0,527.0,46.6,-4.8,5.8,91.3,97.1,53.6,46.4,1
39,2011-12,NJD,26.0,32.0,16.0,6.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,4.3,37.0,4.3,37.0,11.58,61.0,13.0,10.0,3.0,bernist01,26.0,240.0,290.0,45.3,-9.0,175.0,209.0,45.6,-8.5,11.5,94.5,106.0,47.4,52.6,1
40,2012-13,NJD,27.0,47.0,17.0,-7.0,6.0,2.0,0.0,1.0,5.0,2.0,0.0,9.1,127.0,9.1,127.0,13.46,64.0,15.0,11.0,13.0,bernist01,27.0,447.0,378.0,54.2,-3.0,342.0,279.0,55.1,-1.2,6.7,90.0,96.8,51.3,48.7,1
41,2013-14,NJD,28.0,78.0,33.0,-15.0,3.0,0.0,0.0,1.0,8.0,1.0,0.0,2.9,161.0,2.9,161.0,12.27,118.0,23.0,22.0,13.0,bernist01,28.0,717.0,629.0,53.3,-1.2,535.0,467.0,53.4,-0.6,4.9,90.1,95.0,50.1,49.9,1
42,2014-15,NJD,29.0,67.0,28.0,2.0,12.0,4.0,0.0,2.0,12.0,4.0,0.0,15.0,161.0,15.0,161.0,12.56,126.0,48.0,17.0,14.0,bernist01,29.0,623.0,692.0,47.4,1.1,458.0,509.0,47.4,1.7,9.8,92.6,102.0,51.2,48.8,1
43,2015-16,NYI,30.0,24.0,9.0,3.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,3.7,43.0,3.7,43.0,11.14,42.0,13.0,6.0,7.0,bernist01,30.0,213.0,257.0,45.3,-3.8,139.0,186.0,42.8,-7.4,7.4,95.7,103.0,46.6,53.4,1
44,2008-09,PIT,23.0,15.0,22.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,5.0,3.31,15.0,0.0,0.0,2.0,bissopa01,23.0,21.0,38.0,35.6,-8.6,20.0,29.0,40.8,-4.0,6.7,89.5,96.1,40.9,59.1,1
45,2009-10,PHX,24.0,41.0,117.0,-2.0,3.0,0.0,0.0,1.0,2.0,0.0,0.0,12.0,45.0,12.0,45.0,5.52,73.0,3.0,4.0,4.0,bissopa01,24.0,191.0,177.0,51.9,-3.6,144.0,141.0,50.5,-3.7,7.4,90.8,98.2,61.5,38.5,1
46,2010-11,PHX,25.0,48.0,71.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6,38.0,5.6,38.0,5.15,122.0,5.0,2.0,4.0,bissopa01,25.0,198.0,205.0,49.1,-1.8,147.0,159.0,48.0,-2.2,7.0,98.1,105.0,63.4,36.6,1
47,2011-12,PHX,26.0,31.0,41.0,-4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,6.7,23.0,6.7,23.0,6.04,70.0,1.0,2.0,4.0,bissopa01,26.0,166.0,138.0,54.6,8.7,125.0,116.0,51.9,7.2,1.0,93.7,94.7,55.8,44.2,1
48,2012-13,PHX,27.0,28.0,36.0,2.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,23.0,0.0,23.0,5.25,36.0,8.0,1.0,1.0,bissopa01,27.0,140.0,132.0,51.5,-1.9,107.0,96.0,52.7,-2.6,12.3,89.6,101.0,67.1,32.9,1
49,2013-14,PHX,28.0,39.0,53.0,6.0,2.0,0.0,0.0,0.0,6.0,0.0,0.0,8.0,38.0,8.0,38.0,4.45,51.0,4.0,6.0,3.0,bissopa01,28.0,171.0,155.0,52.5,-0.4,134.0,110.0,54.9,2.8,9.8,94.6,104.0,56.5,43.5,1
50,2008-09,BOS,24.0,35.0,18.0,0.0,4.0,0.0,0.0,0.0,2.0,1.0,0.0,12.9,45.0,12.9,45.0,10.22,71.0,15.0,4.0,4.0,bitzby01,24.0,266.0,263.0,50.3,-0.3,207.0,180.0,53.5,3.3,4.7,94.9,99.6,51.7,48.3,1
51,2009-10,TOT,25.0,52.0,33.0,-8.0,5.0,0.0,0.0,2.0,6.0,0.0,0.0,8.6,93.0,8.6,93.0,11.02,83.0,20.0,3.0,4.0,bitzby01,25.0,452.0,489.0,48.0,-5.6,338.0,351.0,49.1,-4.7,7.4,90.3,97.7,45.3,54.7,1
54,2011-12,VAN,27.0,10.0,14.0,2.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,16.7,10.0,16.7,10.0,10.30,20.0,7.0,5.0,1.0,bitzby01,27.0,72.0,84.0,46.2,-9.7,52.0,59.0,46.8,-10.0,10.0,95.5,105.0,42.4,57.6,1
55,2008-09,ANA,24.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,7.0,8.09,6.0,0.0,0.0,1.0,bodietr01,24.0,35.0,17.0,67.3,2.9,27.0,17.0,61.4,-3.1,0.0,100.0,100.0,84.2,15.8,1
56,2009-10,ANA,25.0,44.0,80.0,-8.0,4.0,0.0,1.0,1.0,2.0,0.0,0.0,8.6,103.0,8.6,103.0,11.15,62.0,8.0,8.0,11.0,bodietr01,25.0,355.0,489.0,42.1,-9.0,271.0,388.0,41.1,-8.6,6.3,92.2,98.4,43.4,56.6,1
57,2010-11,TOT,26.0,59.0,61.0,-7.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,2.3,83.0,2.3,83.0,6.50,86.0,13.0,12.0,5.0,bodietr01,26.0,377.0,407.0,48.1,-0.9,280.0,304.0,47.9,-0.2,3.6,93.3,96.9,44.0,56.0,1
60,2013-14,TOR,29.0,47.0,26.0,5.0,3.0,0.0,0.0,0.0,7.0,0.0,0.0,6.0,83.0,6.0,83.0,8.37,64.0,19.0,6.0,7.0,bodietr01,29.0,319.0,419.0,43.2,-1.7,252.0,297.0,45.9,2.3,8.0,95.9,103.0,43.8,56.2,1
61,2014-15,TOR,30.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,4.37,4.0,0.0,0.0,0.0,bodietr01,30.0,24.0,24.0,50.0,2.2,16.0,20.0,44.4,-2.0,0.0,100.0,100.0,57.1,42.9,1
62,2008-09,VAN,23.0,7.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,0.0,9.0,7.20,4.0,0.0,2.0,3.0,boldual01,23.0,33.0,37.0,47.1,0.7,26.0,23.0,53.1,4.9,12.5,94.7,107.0,41.9,58.1,1
63,2009-10,VAN,24.0,15.0,13.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,19.0,9.58,20.0,13.0,7.0,3.0,boldual01,24.0,80.0,110.0,42.1,-9.9,62.0,79.0,44.0,-6.9,2.0,93.0,94.9,43.1,56.9,1
64,2010-11,VAN,25.0,24.0,21.0,1.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,9.5,29.0,9.5,29.0,7.26,29.0,14.0,4.0,2.0,boldual01,25.0,114.0,173.0,39.7,-17.0,91.0,125.0,42.1,-14.0,8.3,94.1,102.0,30.0,70.0,1
65,2011-12,PHX,26.0,2.0,2.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,7.10,1.0,0.0,0.0,0.0,boldual01,26.0,14.0,14.0,50.0,3.2,11.0,12.0,47.8,3.4,0.0,88.9,88.9,83.3,16.7,1
66,2012-13,PHX,27.0,14.0,2.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,24.0,7.38,21.0,3.0,2.0,1.0,boldual01,27.0,94.0,101.0,48.2,-2.7,73.0,76.0,49.0,-2.7,3.9,86.0,90.0,68.5,31.5,1
67,2014-15,ARI,29.0,3.0,2.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,10.40,17.0,1.0,0.0,0.0,boldual01,29.0,24.0,39.0,38.1,-11.0,15.0,28.0,34.9,-13.0,0.0,95.2,95.2,37.5,62.5,1
68,2007-08,LAK,23.0,8.0,4.0,4.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,21.1,22.0,21.1,22.0,13.38,10.0,2.0,1.0,0.0,boylebr01,23.0,62.0,103.0,37.6,13.4,49.0,80.0,38.0,14.0,19.0,92.5,111.0,53.1,46.9,1
69,2008-09,LAK,24.0,28.0,42.0,-9.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,11.1,58.0,11.1,58.0,10.08,66.0,8.0,11.0,11.0,boylebr01,24.0,204.0,227.0,47.3,-5.8,167.0,175.0,48.8,-4.3,4.6,87.9,92.6,51.9,48.1,1
70,2009-10,NYR,25.0,71.0,47.0,-6.0,4.0,0.0,0.0,1.0,1.0,1.0,0.0,5.5,126.0,5.5,126.0,8.25,143.0,41.0,20.0,5.0,boylebr01,25.0,401.0,464.0,46.4,-5.6,307.0,346.0,47.0,-4.9,6.5,91.7,98.2,39.2,60.8,1
71,2010-11,NYR,26.0,82.0,74.0,2.0,16.0,4.0,1.0,2.0,11.0,0.0,3.0,9.6,365.0,9.6,365.0,15.44,240.0,86.0,33.0,20.0,boylebr01,26.0,975.0,1058.0,48.0,-3.9,749.0,728.0,50.7,-2.6,6.4,92.8,99.3,39.3,60.7,1
72,2011-12,NYR,27.0,82.0,59.0,2.0,11.0,0.0,0.0,2.0,13.0,1.0,1.0,6.7,301.0,6.7,301.0,15.14,236.0,83.0,25.0,15.0,boylebr01,27.0,861.0,939.0,47.8,-3.0,640.0,639.0,50.0,-3.1,8.0,92.0,100.0,28.7,71.3,1
73,2012-13,NYR,28.0,38.0,29.0,-13.0,2.0,0.0,0.0,1.0,2.0,1.0,0.0,3.6,107.0,3.6,107.0,14.13,145.0,30.0,12.0,7.0,boylebr01,28.0,407.0,414.0,49.6,-4.0,307.0,290.0,51.4,-2.6,2.9,91.0,93.9,38.0,62.0,1
74,2013-14,NYR,29.0,82.0,56.0,1.0,5.0,1.0,0.0,1.0,9.0,1.0,2.0,4.4,211.0,4.4,211.0,12.46,154.0,54.0,20.0,20.0,boylebr01,29.0,708.0,832.0,46.0,-9.6,539.0,601.0,47.3,-7.6,5.5,94.5,99.9,23.0,77.0,1
75,2014-15,TBL,30.0,82.0,54.0,3.0,12.0,0.0,3.0,5.0,9.0,0.0,0.0,10.7,226.0,10.7,226.0,12.00,128.0,63.0,32.0,13.0,boylebr01,30.0,680.0,707.0,49.0,-4.5,505.0,491.0,50.7,-2.5,8.3,91.1,99.4,37.3,62.7,1
76,2015-16,TBL,31.0,76.0,57.0,-7.0,9.0,2.0,2.0,4.0,6.0,1.0,0.0,11.1,199.0,11.1,199.0,12.55,115.0,48.0,15.0,16.0,boylebr01,31.0,698.0,667.0,51.1,-0.9,526.0,509.0,50.8,-0.9,7.1,89.5,96.7,46.6,53.4,1
77,2016-17,TBL,32.0,22.0,29.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,14.3,43.0,14.3,43.0,11.39,32.0,13.0,7.0,6.0,boylebr01,32.0,193.0,175.0,52.4,2.2,158.0,138.0,53.4,4.0,8.7,91.2,99.9,36.6,63.4,1
80,2007-08,EDM,23.0,80.0,33.0,-6.0,13.0,0.0,1.0,3.0,15.0,0.0,2.0,11.2,219.0,11.2,219.0,12.55,40.0,38.0,30.0,31.0,brodzky01,23.0,667.0,763.0,46.6,-0.9,509.0,583.0,46.6,-1.3,10.2,88.4,98.5,47.2,52.8,1
81,2008-09,EDM,24.0,79.0,21.0,4.0,9.0,1.0,1.0,3.0,14.0,1.0,1.0,11.1,168.0,11.1,168.0,12.43,60.0,55.0,33.0,32.0,brodzky01,24.0,595.0,784.0,43.1,-5.8,450.0,591.0,43.2,-5.6,10.3,92.5,102.0,35.1,64.9,1
82,2009-10,MIN,25.0,82.0,22.0,-3.0,9.0,0.0,0.0,3.0,20.0,3.0,0.0,6.4,244.0,6.4,244.0,15.20,69.0,52.0,48.0,31.0,brodzky01,25.0,855.0,989.0,46.4,-4.7,663.0,736.0,47.4,-3.3,8.9,91.6,100.0,39.3,60.7,1
83,2010-11,MIN,26.0,80.0,56.0,-4.0,13.0,2.0,1.0,1.0,16.0,2.0,3.0,12.7,230.0,12.7,230.0,15.47,52.0,55.0,48.0,30.0,brodzky01,26.0,906.0,1016.0,47.1,2.2,692.0,765.0,47.5,3.5,8.5,91.4,100.0,41.4,58.6,1
84,2011-12,MIN,27.0,82.0,66.0,-15.0,17.0,5.0,0.0,0.0,16.0,6.0,0.0,13.8,283.0,13.8,283.0,19.04,81.0,62.0,70.0,27.0,brodzky01,27.0,1035.0,1296.0,44.4,-1.8,758.0,929.0,44.9,-1.5,6.8,92.2,99.0,39.4,60.6,1
85,2012-13,MIN,28.0,48.0,20.0,-18.0,6.0,1.0,1.0,1.0,3.0,1.0,0.0,9.1,151.0,9.1,151.0,17.21,54.0,18.0,22.0,22.0,brodzky01,28.0,553.0,598.0,48.0,-4.4,406.0,435.0,48.3,-4.5,6.3,87.9,94.1,36.9,63.1,1
86,2013-14,MIN,29.0,81.0,61.0,0.0,7.0,0.0,1.0,1.0,15.0,1.0,0.0,7.0,226.0,7.0,226.0,16.13,73.0,41.0,49.0,20.0,brodzky01,29.0,780.0,1019.0,43.4,-8.9,556.0,745.0,42.7,-9.9,8.4,93.6,102.0,32.5,67.5,1
87,2014-15,MIN,30.0,73.0,47.0,-6.0,8.0,0.0,1.0,0.0,11.0,0.0,0.0,10.5,142.0,10.5,142.0,13.03,56.0,63.0,28.0,10.0,brodzky01,30.0,594.0,761.0,43.8,-8.8,449.0,531.0,45.8,-7.8,9.6,90.0,99.6,34.6,65.4,1
88,2015-16,STL,31.0,76.0,37.0,-1.0,4.0,0.0,3.0,4.0,4.0,0.0,0.0,14.3,104.0,14.3,104.0,10.48,50.0,37.0,18.0,11.0,brodzky01,31.0,528.0,520.0,50.4,-1.8,371.0,375.0,49.7,-3.0,5.8,93.4,99.2,35.0,65.0,1
89,2016-17,STL,32.0,22.0,21.0,-3.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,10.0,27.0,10.0,27.0,9.50,21.0,11.0,6.0,0.0,brodzky01,32.0,138.0,128.0,51.9,-1.4,107.0,92.0,53.8,-0.3,7.8,87.3,95.1,34.1,65.9,1
93,2007-08,LAK,23.0,78.0,55.0,-13.0,19.0,12.0,2.0,4.0,15.0,10.0,2.0,15.1,380.0,15.1,380.0,20.18,311.0,23.0,26.0,62.0,browndu01,23.0,1017.0,1098.0,48.1,-0.3,785.0,870.0,47.4,0.0,8.6,89.6,98.2,51.1,48.9,1
94,2008-09,LAK,24.0,80.0,64.0,-15.0,17.0,7.0,0.0,6.0,18.0,11.0,0.0,8.2,516.0,8.2,516.0,19.24,285.0,22.0,37.0,48.0,browndu01,24.0,1151.0,1053.0,52.2,0.1,895.0,819.0,52.2,-0.3,8.4,89.1,97.5,52.2,47.8,1
95,2009-10,LAK,25.0,82.0,41.0,-6.0,17.0,7.0,0.0,3.0,22.0,10.0,0.0,9.7,440.0,9.7,440.0,19.15,283.0,25.0,39.0,63.0,browndu01,25.0,1013.0,1050.0,49.1,-3.0,791.0,811.0,49.4,-3.5,7.9,91.6,99.5,56.0,44.0,1
96,2010-11,LAK,26.0,82.0,67.0,17.0,21.0,7.0,0.0,2.0,21.0,8.0,0.0,12.3,420.0,12.3,420.0,19.22,300.0,29.0,35.0,67.0,browndu01,26.0,1193.0,1099.0,52.1,-1.5,895.0,833.0,51.8,-0.9,9.6,92.7,102.0,52.7,47.3,1
97,2011-12,LAK,27.0,82.0,53.0,18.0,12.0,9.0,1.0,6.0,23.0,7.0,2.0,10.3,396.0,10.3,396.0,20.10,291.0,32.0,38.0,53.0,browndu01,27.0,1331.0,1031.0,56.4,1.2,961.0,788.0,54.9,0.3,8.4,92.4,100.0,52.2,47.8,1
98,2012-13,LAK,28.0,46.0,22.0,6.0,10.0,8.0,0.0,1.0,6.0,5.0,0.0,12.7,251.0,12.7,251.0,19.30,156.0,8.0,17.0,27.0,browndu01,28.0,767.0,508.0,60.2,6.6,570.0,407.0,58.3,4.0,7.1,92.2,99.3,56.8,43.2,1
99,2013-14,LAK,29.0,79.0,66.0,7.0,14.0,1.0,0.0,2.0,9.0,3.0,0.0,7.7,350.0,7.7,350.0,15.50,246.0,12.0,26.0,41.0,browndu01,29.0,1081.0,789.0,57.8,-0.5,797.0,607.0,56.8,-0.3,6.9,92.5,99.4,53.7,46.3,1
100,2014-15,LAK,30.0,82.0,26.0,-17.0,10.0,1.0,0.0,3.0,11.0,5.0,0.0,5.8,339.0,5.8,339.0,16.31,234.0,23.0,27.0,44.0,browndu01,30.0,1071.0,922.0,53.7,-1.0,791.0,692.0,53.3,-0.5,5.6,90.4,96.0,52.3,47.7,1
101,2015-16,LAK,31.0,82.0,30.0,-5.0,9.0,2.0,0.0,0.0,15.0,1.0,1.0,5.0,375.0,5.0,375.0,16.10,234.0,20.0,40.0,31.0,browndu01,31.0,1187.0,866.0,57.8,2.3,902.0,655.0,57.9,2.8,5.0,92.5,97.6,55.4,44.6,1
102,2016-17,LAK,32.0,23.0,10.0,-9.0,1.0,2.0,1.0,1.0,4.0,2.0,0.0,7.3,95.0,7.3,95.0,16.15,57.0,3.0,6.0,8.0,browndu01,32.0,279.0,248.0,52.9,-1.0,200.0,174.0,53.5,-0.5,6.1,85.5,91.6,54.8,45.2,1
106,2007-08,MIN,22.0,82.0,80.0,12.0,7.0,8.0,0.0,4.0,16.0,11.0,1.0,9.5,341.0,9.5,341.0,23.06,99.0,73.0,61.0,65.0,burnsbr01,22.0,1223.0,1202.0,50.4,1.7,925.0,942.0,49.5,1.3,10.6,92.4,103.0,43.0,57.0,1
107,2008-09,MIN,23.0,59.0,45.0,-7.0,4.0,4.0,0.0,2.0,9.0,10.0,0.0,5.4,318.0,5.4,318.0,22.25,58.0,62.0,28.0,50.0,burnsbr01,23.0,856.0,909.0,48.5,0.0,647.0,675.0,48.9,-0.1,7.7,91.4,99.1,49.3,50.7,1
108,2009-10,MIN,24.0,47.0,32.0,-15.0,1.0,2.0,0.0,0.0,8.0,9.0,0.0,2.9,212.0,2.9,212.0,22.22,97.0,44.0,17.0,32.0,burnsbr01,24.0,722.0,739.0,49.4,-0.2,538.0,569.0,48.6,-0.5,7.5,90.8,98.3,49.5,50.5,1
109,2010-11,MIN,25.0,80.0,98.0,-10.0,9.0,8.0,0.0,3.0,22.0,6.0,1.0,10.0,375.0,10.0,375.0,25.03,133.0,106.0,47.0,80.0,burnsbr01,25.0,1337.0,1434.0,48.2,4.7,994.0,1080.0,47.9,5.6,9.3,90.6,99.9,43.5,56.5,1
110,2011-12,SJS,26.0,81.0,34.0,8.0,6.0,5.0,0.0,2.0,15.0,11.0,0.0,5.5,429.0,5.5,429.0,22.32,68.0,117.0,25.0,75.0,burnsbr01,26.0,1618.0,1380.0,54.0,2.4,1217.0,994.0,55.0,2.2,6.7,92.7,99.4,56.0,44.0,1
